Retailer;Transaction ID;Invoice Date;Region;State;City;Product;Product ID; Price per Unit ;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Foot Locker;IT5637;09/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;WAF45; $40,00 ;200;80000;32000;0,4;Outlet
West Gear;IT5638;09/07/2021;Midwest;Indiana;Indianapolis;Women's Athletic Footwear;WAF49; $42,00 ;49;2058;967,26;0,47;Online
West Gear;IT5639;09/07/2021;Midwest;Indiana;Indianapolis;Women's Street Footwear;WSF56; $42,00 ;68;2856;1285,2;0,45;Online
West Gear;IT5640;09/07/2021;Midwest;Indiana;Indianapolis;Women's Athletic Footwear;WAF53; $45,00 ;175;78750;27562,5;0,35;In-store
West Gear;IT5641;09/07/2021;Midwest;Indiana;Indianapolis;Women's Street Footwear;WSF59; $45,00 ;225;101250;35437,5;0,35;In-store
West Gear;IT5642;09/07/2021;Midwest;Indiana;Indianapolis;Men's Athletic Footwear;MAF50; $49,00 ;84;4116;2058;0,5;Online
West Gear;IT5643;09/07/2021;Midwest;Indiana;Indianapolis;Men's Athletic Footwear;MAF53; $50,00 ;300;150000;60000;0,4;In-store
West Gear;IT5644;09/07/2021;Midwest;Indiana;Indianapolis;Men's Apparel;MA45; $51,00 ;50;2550;1071;0,42;Online
West Gear;IT5645;09/07/2021;Midwest;Indiana;Indianapolis;Men's Street Footwear;MSF58; $51,00 ;149;7599;4027,47;0,53;Online
Amazon;IT5646;09/07/2021;Midwest;Ohio;Columbus;Women's Street Footwear;WSF68; $51,00 ;173;8823;4499,73;0,51;Online
Amazon;IT5647;09/07/2021;Midwest;Ohio;Columbus;Women's Athletic Footwear;WAF65; $53,00 ;152;8056;4350,24;0,54;Online
West Gear;IT5648;09/07/2021;Midwest;Indiana;Indianapolis;Women's Apparel;WA59; $54,00 ;101;5454;2781,54;0,51;Online
West Gear;IT5649;09/07/2021;Midwest;Indiana;Indianapolis;Men's Apparel;MA51; $55,00 ;200;110000;33000;0,3;In-store
West Gear;IT5650;09/07/2021;Midwest;Indiana;Indianapolis;Men's Street Footwear;MSF64; $55,00 ;550;302500;121000;0,4;In-store
Amazon;IT5651;09/07/2021;Midwest;Ohio;Columbus;Women's Athletic Footwear;WAF69; $55,00 ;525;288750;115500;0,4;Online
Amazon;IT5652;09/07/2021;Midwest;Ohio;Columbus;Women's Street Footwear;WSF74; $55,00 ;575;316250;126500;0,4;Online
Amazon;IT5653;09/07/2021;Midwest;Ohio;Columbus;Men's Athletic Footwear;MAF62; $56,00 ;195;10920;5132,4;0,47;Online
Amazon;IT5654;09/07/2021;Midwest;Ohio;Columbus;Men's Apparel;MA55; $59,00 ;154;9086;4179,56;0,46;Online
Amazon;IT5655;09/07/2021;Midwest;Ohio;Columbus;Men's Athletic Footwear;MAF67; $60,00 ;650;390000;136500;0,35;Online
West Gear;IT5656;09/07/2021;Midwest;Indiana;Indianapolis;Women's Apparel;WA70; $60,00 ;375;225000;90000;0,4;In-store
Amazon;IT5657;09/07/2021;Midwest;Ohio;Columbus;Men's Street Footwear;MSF73; $63,00 ;252;15876;8255,52;0,52;Online
Amazon;IT5658;09/07/2021;Midwest;Ohio;Columbus;Men's Apparel;MA63; $65,00 ;550;357500;125125;0,35;Online
Amazon;IT5659;09/07/2021;Midwest;Ohio;Columbus;Men's Street Footwear;MSF76; $65,00 ;900;585000;234000;0,4;Online
Amazon;IT5660;09/07/2021;Midwest;Ohio;Columbus;Women's Apparel;WA81; $69,00 ;181;12489;7868,07;0,63;Online
Amazon;IT5661;09/07/2021;Midwest;Ohio;Columbus;Women's Apparel;WA82; $70,00 ;725;507500;253750;0,5;Online
West Gear;IT5662;10/07/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;WAF11; $16,00 ;128;2048;962,56;0,47;Outlet
Foot Locker;IT5663;10/07/2021;Midwest;Nebraska;Omaha;Women's Street Footwear;WSF17; $18,00 ;25;450;216;0,48;Online
West Gear;IT5664;10/07/2021;West;Utah;Salt Lake City;Women's Street Footwear;WSF18; $19,00 ;157;2983;1163,37;0,39;Outlet
West Gear;IT5665;10/07/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;MAF09; $20,00 ;182;3640;1419,6;0,39;Outlet
Foot Locker;IT5666;10/07/2021;Midwest;Nebraska;Omaha;Women's Street Footwear;WSF20; $20,00 ;100;20000;7000;0,35;Outlet
West Gear;IT5667;10/07/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;WAF20; $23,00 ;115;2645;1322,5;0,5;Online
West Gear;IT5668;10/07/2021;West;Utah;Salt Lake City;Women's Street Footwear;WSF27; $24,00 ;138;3312;1589,76;0,48;Online
West Gear;IT5669;10/07/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;WAF25; $25,00 ;425;106250;42500;0,4;In-store
West Gear;IT5670;10/07/2021;West;Utah;Salt Lake City;Women's Street Footwear;WSF30; $25,00 ;475;118750;41562,5;0,35;In-store
West Gear;IT5671;10/07/2021;West;Utah;Salt Lake City;Men's Apparel;MA13; $28,00 ;140;3920;1489,6;0,38;Outlet
West Gear;IT5672;10/07/2021;West;Utah;Salt Lake City;Men's Street Footwear;MSF24; $28,00 ;248;6944;2985,92;0,43;Outlet
West Gear;IT5673;10/07/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;MAF23; $29,00 ;160;4640;2227,2;0,48;Online
West Gear;IT5674;10/07/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;MAF26; $30,00 ;550;165000;57750;0,35;In-store
West Gear;IT5675;10/07/2021;West;Utah;Salt Lake City;Men's Apparel;MA19; $32,00 ;128;4096;1884,16;0,46;Online
West Gear;IT5676;10/07/2021;West;Utah;Salt Lake City;Women's Apparel;WA27; $32,00 ;204;6528;3590,4;0,55;Outlet
Amazon;IT5677;10/07/2021;Northeast;Vermont;Burlington;Women's Street Footwear;WSF43; $33,00 ;109;3597;1330,89;0,37;Outlet
West Gear;IT5678;10/07/2021;West;Utah;Salt Lake City;Men's Street Footwear;MSF33; $34,00 ;224;7616;3960,32;0,52;Online
West Gear;IT5679;10/07/2021;West;Utah;Salt Lake City;Men's Apparel;MA22; $35,00 ;425;148750;52062,5;0,35;In-store
West Gear;IT5680;10/07/2021;West;Utah;Salt Lake City;Men's Street Footwear;MSF35; $35,00 ;800;280000;112000;0,4;In-store
Amazon;IT5681;10/07/2021;Northeast;Vermont;Burlington;Women's Athletic Footwear;WAF41; $36,00 ;96;3456;1451,52;0,42;Outlet
West Gear;IT5682;10/07/2021;West;Utah;Salt Lake City;Women's Apparel;WA35; $38,00 ;150;5700;3705;0,65;Online
Kohl's;IT5683;10/07/2021;West;Wyoming;Cheyenne;Women's Street Footwear;WSF50; $38,00 ;149;5662;2717,76;0,48;Online
Amazon;IT5684;10/07/2021;Northeast;Vermont;Burlington;Men's Apparel;MA27; $39,00 ;114;4446;1689,48;0,38;Outlet
Kohl's;IT5685;10/07/2021;West;Wyoming;Cheyenne;Women's Athletic Footwear;WAF44; $39,00 ;150;5850;2749,5;0,47;Online
West Gear;IT5686;10/07/2021;West;Utah;Salt Lake City;Women's Apparel;WA38; $40,00 ;600;240000;120000;0,5;In-store
Kohl's;IT5687;10/07/2021;West;Wyoming;Cheyenne;Women's Athletic Footwear;WAF45; $40,00 ;500;200000;70000;0,35;In-store
Kohl's;IT5688;10/07/2021;West;Wyoming;Cheyenne;Women's Street Footwear;WSF52; $40,00 ;550;220000;77000;0,35;In-store
Amazon;IT5689;10/07/2021;Northeast;Vermont;Burlington;Men's Athletic Footwear;MAF41; $42,00 ;145;6090;3045;0,5;Outlet
Kohl's;IT5690;10/07/2021;West;Wyoming;Cheyenne;Men's Athletic Footwear;MAF43; $44,00 ;163;7172;3083,96;0,43;Online
Amazon;IT5691;10/07/2021;Northeast;Vermont;Burlington;Men's Street Footwear;MSF48; $45,00 ;209;9405;4890,6;0,52;Outlet
Kohl's;IT5692;10/07/2021;West;Wyoming;Cheyenne;Men's Athletic Footwear;MAF45; $45,00 ;625;281250;84375;0,3;In-store
Amazon;IT5693;10/07/2021;Northeast;Vermont;Burlington;Women's Athletic Footwear;WAF56; $46,00 ;90;4140;2028,6;0,49;Online
Amazon;IT5694;10/07/2021;Northeast;Vermont;Burlington;Women's Street Footwear;WSF62; $46,00 ;98;4508;2163,84;0,48;Online
Foot Locker;IT5695;10/07/2021;Midwest;Illinois;Chicago;Men's Apparel;MA39; $47,00 ;56;2632;1210,72;0,46;Online
Kohl's;IT5696;10/07/2021;West;Wyoming;Cheyenne;Men's Apparel;MA40; $48,00 ;137;6576;2761,92;0,42;Online
Kohl's;IT5697;10/07/2021;West;Wyoming;Cheyenne;Men's Street Footwear;MSF53; $48,00 ;228;10944;7004,16;0,64;Online
Amazon;IT5698;10/07/2021;Northeast;Vermont;Burlington;Women's Apparel;WA51; $49,00 ;175;8575;4030,25;0,47;Outlet
Foot Locker;IT5699;10/07/2021;Midwest;Illinois;Chicago;Men's Apparel;MA43; $50,00 ;225;112500;39375;0,35;Outlet
Kohl's;IT5700;10/07/2021;West;Wyoming;Cheyenne;Men's Apparel;MA43; $50,00 ;525;262500;78750;0,3;In-store
Kohl's;IT5701;10/07/2021;West;Wyoming;Cheyenne;Men's Street Footwear;MSF56; $50,00 ;875;437500;218750;0,5;In-store
Amazon;IT5702;10/07/2021;Northeast;Vermont;Burlington;Women's Athletic Footwear;WAF61; $50,00 ;300;150000;52500;0,35;In-store
Amazon;IT5703;10/07/2021;Northeast;Vermont;Burlington;Women's Street Footwear;WSF66; $50,00 ;350;175000;61250;0,35;In-store
Amazon;IT5704;10/07/2021;Northeast;Vermont;Burlington;Men's Athletic Footwear;MAF54; $51,00 ;115;5865;3284,4;0,56;Online
Kohl's;IT5705;10/07/2021;West;Wyoming;Cheyenne;Women's Apparel;WA56; $51,00 ;196;9996;3598,56;0,36;Online
Amazon;IT5706;10/07/2021;Northeast;Vermont;Burlington;Men's Apparel;MA48; $54,00 ;94;5076;2385,72;0,47;Online
Amazon;IT5707;10/07/2021;Northeast;Vermont;Burlington;Men's Street Footwear;MSF61; $54,00 ;182;9828;5601,96;0,57;Online
Amazon;IT5708;10/07/2021;Northeast;Vermont;Burlington;Men's Athletic Footwear;MAF60; $55,00 ;425;233750;105187,5;0,45;In-store
Kohl's;IT5709;10/07/2021;West;Wyoming;Cheyenne;Women's Apparel;WA63; $55,00 ;700;385000;96250;0,25;In-store
Amazon;IT5710;10/07/2021;Northeast;Vermont;Burlington;Men's Apparel;MA56; $60,00 ;325;195000;68250;0,35;In-store
Amazon;IT5711;10/07/2021;Northeast;Vermont;Burlington;Men's Street Footwear;MSF69; $60,00 ;675;405000;182250;0,45;In-store
Amazon;IT5712;10/07/2021;Northeast;Vermont;Burlington;Women's Apparel;WA71; $61,00 ;125;7625;3965;0,52;Online
Amazon;IT5713;10/07/2021;Northeast;Vermont;Burlington;Women's Apparel;WA76; $65,00 ;500;325000;130000;0,4;In-store
Foot Locker;IT5714;11/07/2021;Midwest;Nebraska;Omaha;Women's Athletic Footwear;WAF13; $19,00 ;23;437;227,24;0,52;Online
Foot Locker;IT5715;11/07/2021;Midwest;Nebraska;Omaha;Women's Athletic Footwear;WAF15; $20,00 ;75;15000;6000;0,4;Outlet
Foot Locker;IT5716;11/07/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;WSF49; $37,00 ;61;2257;947,94;0,42;Online
Foot Locker;IT5717;11/07/2021;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;WAF43; $38,00 ;44;1672;718,96;0,43;Online
Foot Locker;IT5718;11/07/2021;Midwest;South Dakota;Sioux Falls;Women's Athletic Footwear;WAF45; $40,00 ;175;70000;21000;0,3;Online
Foot Locker;IT5719;11/07/2021;Midwest;South Dakota;Sioux Falls;Women's Street Footwear;WSF52; $40,00 ;225;90000;27000;0,3;Online
Foot Locker;IT5720;11/07/2021;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;MAF43; $44,00 ;81;3564;1603,8;0,45;Online
Foot Locker;IT5721;11/07/2021;Midwest;South Dakota;Sioux Falls;Men's Athletic Footwear;MAF45; $45,00 ;300;135000;40500;0,3;Online
Foot Locker;IT5722;11/07/2021;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;MSF52; $47,00 ;154;7238;3329,48;0,46;Online
Foot Locker;IT5723;11/07/2021;Midwest;South Dakota;Sioux Falls;Men's Apparel;MA41; $49,00 ;52;2548;1172,08;0,46;Online
Foot Locker;IT5724;11/07/2021;Midwest;South Dakota;Sioux Falls;Men's Apparel;MA43; $50,00 ;200;100000;35000;0,35;Online
Foot Locker;IT5725;11/07/2021;Midwest;South Dakota;Sioux Falls;Men's Street Footwear;MSF56; $50,00 ;550;275000;96250;0,35;Online
Foot Locker;IT5726;11/07/2021;Midwest;South Dakota;Sioux Falls;Women's Apparel;WA58; $53,00 ;94;4982;2640,46;0,53;Online
Foot Locker;IT5727;11/07/2021;Midwest;Illinois;Chicago;Women's Apparel;WA59; $54,00 ;120;6480;3952,8;0,61;Online
Foot Locker;IT5728;11/07/2021;Midwest;Illinois;Chicago;Women's Apparel;WA63; $55,00 ;400;220000;110000;0,5;Outlet
Foot Locker;IT5729;11/07/2021;Midwest;South Dakota;Sioux Falls;Women's Apparel;WA63; $55,00 ;375;206250;82500;0,4;Online
Sports Direct;IT5730;12/07/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;MAF34; $37,00 ;173;6401;2944,46;0,46;Outlet
Sports Direct;IT5731;12/07/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;MSF38; $37,00 ;218;8066;3710,36;0,46;Outlet
Sports Direct;IT5732;12/07/2021;Southeast;Georgia;Atlanta;Men's Apparel;MA27; $39,00 ;162;6318;2400,84;0,38;Outlet
Sports Direct;IT5733;12/07/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;WAF44; $39,00 ;128;4992;2246,4;0,45;Outlet
Sports Direct;IT5734;12/07/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;WSF55; $41,00 ;184;7544;3093,04;0,41;Outlet
Sports Direct;IT5735;12/07/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;WAF56; $46,00 ;128;5888;3002,88;0,51;Online
Sports Direct;IT5736;12/07/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;MSF52; $47,00 ;196;9212;4606;0,5;Online
Sports Direct;IT5737;12/07/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;MSF56; $50,00 ;725;362500;145000;0,4;Online
Sports Direct;IT5738;12/07/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;WAF61; $50,00 ;425;212500;85000;0,4;Online
Sports Direct;IT5739;12/07/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;WSF66; $50,00 ;137;6850;3425;0,5;Online
Sports Direct;IT5740;12/07/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;MAF54; $51,00 ;173;8823;4499,73;0,51;Online
Sports Direct;IT5741;12/07/2021;Southeast;Georgia;Atlanta;Women's Apparel;WA56; $51,00 ;157;8007;2322,03;0,29;Outlet
Sports Direct;IT5742;12/07/2021;Southeast;Georgia;Atlanta;Men's Apparel;MA48; $54,00 ;138;7452;3576,96;0,48;Online
Sports Direct;IT5743;12/07/2021;Southeast;Georgia;Atlanta;Men's Apparel;MA51; $55,00 ;475;261250;91437,5;0,35;Online
Sports Direct;IT5744;12/07/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;MAF60; $55,00 ;575;316250;126500;0,4;Online
Sports Direct;IT5745;12/07/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;WSF74; $55,00 ;525;288750;101062,5;0,35;Online
Sports Direct;IT5746;12/07/2021;Southeast;Georgia;Atlanta;Women's Apparel;WA79; $67,00 ;143;9581;3640,78;0,38;Online
Sports Direct;IT5747;12/07/2021;Southeast;Georgia;Atlanta;Women's Apparel;WA82; $70,00 ;475;332500;83125;0,25;Online
Foot Locker;IT5748;12/07/2021;Midwest;Nebraska;Omaha;Men's Apparel;MA14; $29,00 ;21;609;292,32;0,48;Online
Foot Locker;IT5749;12/07/2021;Midwest;Nebraska;Omaha;Men's Apparel;MA15; $30,00 ;75;22500;7875;0,35;Outlet
Foot Locker;IT5750;12/07/2021;Midwest;Illinois;Chicago;Men's Street Footwear;MSF54; $49,00 ;149;7301;3723,51;0,51;Online
Foot Locker;IT5751;12/07/2021;Midwest;Illinois;Chicago;Men's Street Footwear;MSF56; $50,00 ;550;275000;110000;0,4;Outlet
Kohl's;IT5752;12/07/2021;Midwest;Kansas;Wichita;Women's Street Footwear;WSF56; $42,00 ;102;4284;1970,64;0,46;Online
Kohl's;IT5753;12/07/2021;Midwest;Kansas;Wichita;Women's Athletic Footwear;WAF50; $43,00 ;75;3225;1580,25;0,49;Online
Kohl's;IT5754;12/07/2021;Midwest;Kansas;Wichita;Women's Athletic Footwear;WAF53; $45,00 ;300;135000;47250;0,35;Online
Kohl's;IT5755;12/07/2021;Midwest;Kansas;Wichita;Women's Street Footwear;WSF59; $45,00 ;350;157500;55125;0,35;Online
Kohl's;IT5756;12/07/2021;Midwest;Kansas;Wichita;Men's Athletic Footwear;MAF50; $49,00 ;119;5831;2915,5;0,5;Online
Kohl's;IT5757;12/07/2021;Midwest;Kansas;Wichita;Men's Athletic Footwear;MAF52; $50,00 ;425;212500;74375;0,35;Online
Kohl's;IT5758;12/07/2021;Midwest;Kansas;Wichita;Men's Street Footwear;MSF58; $51,00 ;182;9282;4641;0,5;Online
Kohl's;IT5759;12/07/2021;Midwest;Kansas;Wichita;Men's Street Footwear;MSF62; $55,00 ;675;371250;129937,5;0,35;Online
Kohl's;IT5760;12/07/2021;Midwest;Kansas;Wichita;Men's Apparel;MA52; $56,00 ;91;5096;2344,16;0,46;Online
Kohl's;IT5761;12/07/2021;Midwest;Kansas;Wichita;Men's Apparel;MA56; $60,00 ;325;195000;68250;0,35;Online
Kohl's;IT5762;12/07/2021;Midwest;Kansas;Wichita;Women's Apparel;WA69; $60,00 ;140;8400;4116;0,49;Online
Kohl's;IT5763;12/07/2021;Midwest;Kansas;Wichita;Women's Apparel;WA76; $65,00 ;500;325000;113750;0,35;Online
Sports Direct;IT5764;13/07/2021;Northeast;Massachusetts;Boston;Women's Street Footwear;WSF42; $32,00 ;88;2816;844,8;0,3;Outlet
Foot Locker;IT5765;13/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;WA29; $34,00 ;39;1326;822,12;0,62;Online
Sports Direct;IT5766;13/07/2021;Northeast;Massachusetts;Boston;Women's Athletic Footwear;WAF38; $34,00 ;77;2618;837,76;0,32;Outlet
Foot Locker;IT5767;13/07/2021;Midwest;Nebraska;Omaha;Women's Apparel;WA31; $35,00 ;150;52500;26250;0,5;Outlet
Sports Direct;IT5768;13/07/2021;Northeast;Massachusetts;Boston;Men's Athletic Footwear;MAF33; $36,00 ;105;3780;1398,6;0,37;Outlet
Sports Direct;IT5769;13/07/2021;Northeast;Massachusetts;Boston;Men's Street Footwear;MSF38; $37,00 ;180;6660;2197,8;0,33;Outlet
Sports Direct;IT5770;13/07/2021;Northeast;Massachusetts;Boston;Men's Apparel;MA30; $41,00 ;80;3280;1016,8;0,31;Outlet
Foot Locker;IT5771;13/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;MAF40; $41,00 ;94;3854;1772,84;0,46;Online
Sports Direct;IT5772;13/07/2021;Northeast;Massachusetts;Boston;Women's Apparel;WA40; $41,00 ;132;5412;1731,84;0,32;Outlet
Foot Locker;IT5773;13/07/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;WSF55; $41,00 ;102;4182;2258,28;0,54;Online
Sports Direct;IT5774;13/07/2021;Northeast;Massachusetts;Boston;Women's Street Footwear;WSF55; $41,00 ;77;3157;1168,09;0,37;Online
Foot Locker;IT5775;13/07/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;WAF50; $43,00 ;90;3870;2051,1;0,53;Online
Sports Direct;IT5776;13/07/2021;Northeast;Massachusetts;Boston;Women's Athletic Footwear;WAF51; $44,00 ;56;2464;887,04;0,36;Online
Foot Locker;IT5777;13/07/2021;Northeast;Delaware;Wilmington;Women's Athletic Footwear;WAF53; $45,00 ;300;135000;54000;0,4;In-store
Sports Direct;IT5778;13/07/2021;Northeast;Massachusetts;Boston;Women's Athletic Footwear;WAF53; $45,00 ;225;101250;25312,5;0,25;In-store
Foot Locker;IT5779;13/07/2021;Northeast;Delaware;Wilmington;Women's Street Footwear;WSF59; $45,00 ;350;157500;63000;0,4;In-store
Sports Direct;IT5780;13/07/2021;Northeast;Massachusetts;Boston;Women's Street Footwear;WSF59; $45,00 ;275;123750;30937,5;0,25;In-store
Foot Locker;IT5781;13/07/2021;Midwest;Illinois;Chicago;Men's Athletic Footwear;MAF45; $45,00 ;325;146250;51187,5;0,35;Outlet
Foot Locker;IT5782;13/07/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;MAF48; $47,00 ;119;5593;2516,85;0,45;Online
Sports Direct;IT5783;13/07/2021;Northeast;Massachusetts;Boston;Men's Athletic Footwear;MAF50; $49,00 ;105;5145;2212,35;0,43;Online
Foot Locker;IT5784;13/07/2021;Northeast;Delaware;Wilmington;Men's Athletic Footwear;MAF52; $50,00 ;425;212500;74375;0,35;In-store
Sports Direct;IT5785;13/07/2021;Northeast;Massachusetts;Boston;Men's Athletic Footwear;MAF52; $50,00 ;350;175000;52500;0,3;In-store
Foot Locker;IT5786;13/07/2021;Northeast;Delaware;Wilmington;Men's Apparel;MA45; $51,00 ;94;4794;1965,54;0,41;Online
Sports Direct;IT5787;13/07/2021;Northeast;Massachusetts;Boston;Men's Street Footwear;MSF59; $52,00 ;150;7800;3276;0,42;Online
Sports Direct;IT5788;13/07/2021;Northeast;Massachusetts;Boston;Men's Apparel;MA47; $53,00 ;68;3604;1405,56;0,39;Online
Foot Locker;IT5789;13/07/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;MSF60; $53,00 ;182;9646;4823;0,5;Online
Foot Locker;IT5790;13/07/2021;Northeast;Delaware;Wilmington;Men's Apparel;MA49; $55,00 ;325;178750;53625;0,3;In-store
Sports Direct;IT5791;13/07/2021;Northeast;Massachusetts;Boston;Men's Apparel;MA49; $55,00 ;250;137500;34375;0,25;In-store
Foot Locker;IT5792;13/07/2021;Northeast;Delaware;Wilmington;Men's Street Footwear;MSF62; $55,00 ;675;371250;129937,5;0,35;In-store
Sports Direct;IT5793;13/07/2021;Northeast;Massachusetts;Boston;Men's Street Footwear;MSF62; $55,00 ;600;330000;99000;0,3;In-store
Foot Locker;IT5794;13/07/2021;Northeast;Delaware;Wilmington;Women's Apparel;WA62; $55,00 ;145;7975;3987,5;0,5;Online
Sports Direct;IT5795;13/07/2021;Northeast;Massachusetts;Boston;Women's Apparel;WA62; $55,00 ;128;7040;2956,8;0,42;Online
Foot Locker;IT5796;13/07/2021;Northeast;Delaware;Wilmington;Women's Apparel;WA69; $60,00 ;500;300000;120000;0,4;In-store
Sports Direct;IT5797;13/07/2021;Northeast;Massachusetts;Boston;Women's Apparel;WA69; $60,00 ;425;255000;76500;0,3;In-store
Foot Locker;IT5798;14/07/2021;Midwest;Nebraska;Omaha;Men's Street Footwear;MSF37; $36,00 ;94;3384;1827,36;0,54;Online
Foot Locker;IT5799;14/07/2021;Midwest;Illinois;Chicago;Women's Street Footwear;WSF50; $38,00 ;75;2850;1396,5;0,49;Online
Foot Locker;IT5800;14/07/2021;Midwest;Nebraska;Omaha;Men's Street Footwear;MSF41; $40,00 ;325;130000;52000;0,4;Outlet
Foot Locker;IT5801;14/07/2021;Midwest;Illinois;Chicago;Women's Street Footwear;WSF52; $40,00 ;250;100000;35000;0,35;Outlet
Foot Locker;IT5802;15/07/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;MAF23; $29,00 ;41;1189;546,94;0,46;Online
Foot Locker;IT5803;15/07/2021;Midwest;Nebraska;Omaha;Men's Athletic Footwear;MAF24; $30,00 ;150;45000;15750;0,35;Outlet
Foot Locker;IT5804;15/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;WAF42; $37,00 ;63;2331;1165,5;0,5;Online
Foot Locker;IT5805;15/07/2021;Midwest;Illinois;Chicago;Women's Athletic Footwear;WAF45; $40,00 ;225;90000;36000;0,4;Outlet
Sports Direct;IT5806;15/07/2021;Midwest;Michigan;Detroit;Women's Street Footwear;WSF62; $46,00 ;173;7958;3581,1;0,45;Online
Sports Direct;IT5807;15/07/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;WAF57; $47,00 ;158;7426;3341,7;0,45;Online
Sports Direct;IT5808;15/07/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;WAF61; $50,00 ;525;262500;91875;0,35;In-store
Sports Direct;IT5809;15/07/2021;Midwest;Michigan;Detroit;Women's Street Footwear;WSF66; $50,00 ;575;287500;86250;0,3;In-store
Sports Direct;IT5810;15/07/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;MAF56; $53,00 ;189;10017;5108,67;0,51;Online
Sports Direct;IT5811;15/07/2021;Midwest;Michigan;Detroit;Men's Apparel;MA48; $54,00 ;143;7722;3938,22;0,51;Online
Sports Direct;IT5812;15/07/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;MAF60; $55,00 ;650;357500;143000;0,4;In-store
Sports Direct;IT5813;15/07/2021;Midwest;Michigan;Detroit;Men's Street Footwear;MSF66; $57,00 ;225;12825;7695;0,6;Online
Sports Direct;IT5814;15/07/2021;Midwest;Michigan;Detroit;Men's Apparel;MA56; $60,00 ;550;330000;132000;0,4;In-store
Sports Direct;IT5815;15/07/2021;Midwest;Michigan;Detroit;Men's Street Footwear;MSF69; $60,00 ;900;540000;270000;0,5;In-store
Sports Direct;IT5816;15/07/2021;Midwest;Michigan;Detroit;Women's Apparel;WA72; $62,00 ;210;13020;8983,8;0,69;Online
Sports Direct;IT5817;15/07/2021;Midwest;Michigan;Detroit;Women's Apparel;WA76; $65,00 ;725;471250;259187,5;0,55;In-store
Walmart;IT5818;16/07/2021;Southeast;Florida;Orlando;Women's Athletic Footwear;WAF74; $59,00 ;186;10974;3621,42;0,33;Outlet
West Gear;IT5819;16/07/2021;South;Louisiana;New Orleans;Men's Street Footwear;MSF72; $62,00 ;306;18972;8157,96;0,43;Outlet
West Gear;IT5820;16/07/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;WAF79; $62,00 ;198;12276;5524,2;0,45;Outlet
West Gear;IT5821;16/07/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;MAF76; $67,00 ;248;16616;7643,36;0,46;Outlet
Walmart;IT5822;16/07/2021;Southeast;Florida;Orlando;Men's Apparel;MA67; $68,00 ;208;14144;3111,68;0,22;Outlet
Walmart;IT5823;16/07/2021;Southeast;Florida;Orlando;Men's Street Footwear;MSF80; $68,00 ;297;20196;7472,52;0,37;Outlet
West Gear;IT5824;16/07/2021;South;Louisiana;New Orleans;Women's Street Footwear;WSF92; $69,00 ;210;14490;6810,3;0,47;Outlet
Walmart;IT5825;16/07/2021;Southeast;Florida;Orlando;Women's Street Footwear;WSF96; $72,00 ;238;17136;5826,24;0,34;Outlet
West Gear;IT5826;16/07/2021;South;Louisiana;New Orleans;Men's Apparel;MA72; $73,00 ;221;16133;7905,17;0,49;Outlet
Walmart;IT5827;16/07/2021;Southeast;Florida;Orlando;Men's Athletic Footwear;MAF83; $74,00 ;263;19462;5449,36;0,28;Outlet
Walmart;IT5828;16/07/2021;Southeast;Florida;Orlando;Women's Apparel;WA87; $75,00 ;195;14625;6873,75;0,47;Outlet
